(0.9220102159919222,0.11768472211035777)
(0.7546653945647654,0.0011337458363429576)
(0.6907283043459869,0.007894124515433516)
(0.9335315859332797,0.0)
(1.0,0.0)
(0.802595391168487,0.0)
(0.32261945101256906,0.06795846331020891)
(0.6036326665695994,0.1942536472748347)
(0.48353404742055267,0.08033544033788692)
(0.21632943344675828,0.0991276412832909)
(0.3049601640227258,0.1472366047479875)
(0.26229954705305336,0.0)
(1.0,0.0)
(0.28089575797930744,0.15589760395845453)
(0.43012167989540007,0.052694808146761765)
(0.592299827341584,0.0)
(0.6601278416166864,0.0)
(0.8955088295763264,0.0)
(0.891166670865652,0.14361161660806107)
(0.4426909371896708,0.0)
(1.0,0.00916714554252891)
(0.49552049996006586,0.01755975341314)
(0.1,0.00970356319024554)
(1.0,0.10639137843356881)
(0.6736218776271411,0.0)
(0.5952536665407313,0.013032390334313873)
(0.9400508216811665,0.04124135541365037)
(1.0,0.0988741239738864)
(0.30428817831549027,0.03194672210574133)
(0.6966333085079993,0.0)
(0.867744936764523,0.0)
(0.9501281494680652,0.09631537188163537)
(0.9016603169596312,0.0)
(0.37590582832057545,0.09320941787309203)
(0.5377775498797348,0.08455234792673698)
(0.7185506810623514,0.040637799356988455)
(0.2927356337928929,0.11555622884666442)
(0.4950482033836467,0.09430658271499817)
(0.19229984130211084,0.0)
(0.9025162742362207,0.0)
(0.25841399181771196,0.0)
(0.4974884640434193,0.14538035749324799)
(0.2324019532866265,0.08526390835271924)
(0.2856533873618076,0.029599785362327213)
(0.8838582420074756,0.0)
(0.49484795036452267,0.0)
(0.9805912559381254,0.0070168151144617275)
(1.0,0.14866187960330807)
(0.1,0.0)
(0.12537815462209773,0.10631629064075242)
(1.0,0.02842778037966387)
(0.9559326782707902,0.0)
(0.7612176410580511,0.0)
(0.4897263452071331,0.16109292328976638)
(0.7052741892862252,0.16690599234266082)
(0.9348042621783,0.004233533885444113)
(0.3198574803380475,0.03884925246490877)
(0.287201427411542,0.10149842726308736)
(1.0,0.08130073247126801)
(0.5939052526563314,0.02436099886817121)
(0.8922536440531649,0.0)
(0.3653564220489366,0.034120580468517056)
(0.9231412222510845,0.0)
(0.4464572136306364,0.0)
(0.6348224566355972,0.13667866854129077)
(0.6290788800452707,0.0)
(0.6404650550156923,0.0)
(0.9024632449719286,0.0604108955716451)
(0.4208208342535331,0.0)
(0.5415224017011238,0.0)
(0.1,0.0)
(0.910382435757548,0.09166861817734887)
(0.31246143224042344,0.10576273350305417)
(0.5558003847066879,0.0)
(1.0,0.09033778188142269)
(0.5506779277385982,0.04625450827052721)
(1.0,0.09213918188577577)
(0.8861075413317331,0.0861353460353206)
(0.7017181015297775,0.0)
(0.5237537569321907,0.0)
(0.1,0.0)
(0.2690144202928196,0.06663144674462561)
(0.26492195975240285,0.0)
(0.4710650103381272,0.0)
(0.7892365487219271,0.1896087429264609)
(0.33219003901737926,0.05279896831940464)
(0.4004293748433557,0.0)
(0.4780177245203987,0.017077701034627097)
(0.8864726876564948,0.0)
(0.8358952456243633,0.00880741253812639)
(0.5754581657132815,0.0)
(0.19144807428988775,0.07369736903915751)
(0.4573193660983783,0.0)
(0.38586011030552764,0.0)
(0.6481863691004747,0.0958023542460319)
(0.8793844823215413,0.0)
(1.0,0.1075675401984181)
(0.772208886820053,0.08465316092795766)
(0.7523760076167095,0.0)
(0.7160056672765116,0.0)
(0.1,0.0)
(0.7097600600407535,0.014138893501696774)
(1.0,0.009360081236059407)
(0.5027831322061548,0.0454473282683711)
(0.26044713601298713,0.0)
(0.1,0.0)
(0.4584138646688338,0.023415425047944236)
(0.5224261645618016,0.0)
(0.7844775513655745,0.0)
(0.9925670596612717,0.0)
(0.9124467373103329,0.22176568977990896)
(0.8489801683420565,0.0)
(0.5859272307199269,0.0)
(0.257364266926818,0.0)
(0.40682384035677294,0.0)
(0.6400532858826213,0.08847182079964194)
(0.4303186689550991,0.11982028545491541)
(0.42689939183414305,0.029948123028927548)
(0.17908713877005916,0.0025078849072867546)
(0.2268923548668081,0.012455170116519728)
(0.6066013492532576,0.0)
(0.1,0.06460211211634027)
(0.5791471374568239,0.09370731577863783)
(0.5429900436995414,0.035230057390635165)
(0.5453597539740748,0.00885728713055508)
(0.7735509693906324,0.0)
(0.40938969333666664,0.0)
(0.8005984385040753,0.0)
(0.6342426756143704,0.0)
(0.1,0.0)
(0.1123522878522792,0.0)
(0.6774452805850621,0.0)
(0.1,0.00795003927519338)
