(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(1.0,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(0.1,0.0)
(1.0,0.26449031153560953)
(1.0,0.06627056605343236)
(1.0,0.09575055931663896)
(1.0,0.029862700050034715)
(1.0,0.0)
(1.0,0.03341265582783887)
(1.0,0.16342267558605783)
(1.0,0.1369207595548539)
(1.0,0.03357710927161599)
(1.0,0.09553786153515005)
(1.0,0.028250346042665908)
(1.0,0.2221932884976964)
(1.0,0.03270100980993847)
