(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(1.0,1.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(0.1,10.0)
(1.0,1.2644903115356096)
(1.0,1.0662705660534324)
(1.0,1.095750559316639)
(1.0,1.0298627000500347)
(1.0,1.0)
(1.0,1.033412655827839)
(1.0,1.163422675586058)
(1.0,1.1369207595548538)
(1.0,1.033577109271616)
(1.0,1.09553786153515)
(1.0,1.028250346042666)
(1.0,1.2221932884976965)
(1.0,1.0327010098099385)
(1.0,1.037812389463996)
(1.0,1.0917881054138512)
(1.0,1.1091754031479277)
(1.0,1.0279525245596197)
(1.0,1.0332169440786787)
(1.0,1.0425270215450957)
(1.0,1.145021587463245)
(1.0,1.1569026247035556)
(1.0,1.1836402501028425)
(1.0,1.0737959028886783)
(1.0,1.028903355823471)
(1.0,1.0215243049429068)
(1.0,1.0467890645420488)
(1.0,1.0337147518251706)
(0.1,10.183012217205611)
(1.0,1.1028473422179363)
(1.0,1.1222304997050716)
(1.0,1.064401676691124)
(1.0,1.182044456380189)
(1.0,1.0731569718815785)
(1.0,1.0311148685084726)
